term	Df	SumOfSqs	F	parOmegaSq	Pr(>F)	R2	test_var	ref_level	test_level	n	dataset
kjonn	1	0.4742892791293798	1.5892655117158814	9.329884845944244e-4	0.008	0.00251258500461032	Ca	low	mid	631	metaphlan
age_invitation	2	0.7481766313398737	1.253508532854557	8.028684591106581e-4	0.046	0.00396352493599509	Ca	low	mid	631	metaphlan
senter	1	0.4382978437399742	1.4686641203318496	7.42181119921006e-4	0.018	0.00232191752627343	Ca	low	mid	631	metaphlan
Total_Reads_QC_ATLAS	1	0.48491618490578503	1.6248745283854065	9.89312729097284e-4	0.007	0.00256888187926921	Ca	low	mid	631	metaphlan
Ca	1	0.3499614738613275	1.1699488681330217	2.7011599717811886e-4	0.144	0.00185236170273537	Ca	low	high	629	metaphlan
kjonn	1	0.6368272887715989	2.1289639613010145	0.00179163953074588	0.001	0.0033707552661775	Ca	low	high	629	metaphlan
age_invitation	2	0.9006076706145905	1.505401313524261	0.00160442110331065	0.001	0.00476695660190649	Ca	low	high	629	metaphlan
senter	1	0.5624617057493992	1.8803539393894304	0.00139765263971726	0.002	0.0029771349157086	Ca	low	high	629	metaphlan
Total_Reads_QC_ATLAS	1	0.3662121588135676	1.224276192385272	3.564328346363729e-4	0.116	0.00193837730358598	Ca	low	high	629	metaphlan
Alko	1	0.5706383651370857	1.8915343899405923	0.00141313417813204	0.001	0.00298997537682994	Alko	low	mid	630	metaphlan
kjonn	1	0.5795711292736883	1.9211444400071571	0.00145999931706956	0.004	0.00303678040510569	Alko	low	mid	630	metaphlan
age_invitation	2	0.8037421164356999	1.332109744773764	0.00105320623720359	0.017	0.00421136972955999	Alko	low	mid	630	metaphlan
senter	1	0.480216347648593	1.5918062851781216	9.38493458493312e-4	0.013	0.00251619088855963	Alko	low	mid	630	metaphlan
Total_Reads_QC_ATLAS	1	0.4183745887174268	1.3868151368444213	6.136155255094467e-4	0.039	0.00219215845793324	Alko	low	mid	630	metaphlan
Alko	1	0.5689002999100694	1.8821839275399168	0.00138952383587535	0.001	0.00295658030096759	Alko	low	high	634	metaphlan
kjonn	1	0.47144383482594776	1.559753103992829	8.821125217203865e-4	0.005	0.00245009811961666	Alko	low	high	634	metaphlan
age_invitation	2	0.7887881447846324	1.304837041378211	9.607071994886072e-4	0.016	0.00409933953431854	Alko	low	high	634	metaphlan
senter	1	0.5058800745287328	1.6736840280998122	0.00106146519865787	0.002	0.00262906358678331	Alko	low	high	634	metaphlan
Total_Reads_QC_ATLAS	1	0.39762703567510016	1.3155331713154683	4.974388215560996e-4	0.05	0.0020664715082677502	Alko	low	high	634	metaphlan
Blindtarm	1	0.4051851083507927	1.3531601989343254	3.5058231103834785e-4	0.04	0.00133736000767663	Blindtarm	No	Yes	1007	metaphlan
kjonn	1	0.8045711780368379	2.686953870936906	0.00167242558700997	0.001	0.00265557962190503	Blindtarm	No	Yes	1007	metaphlan
age_invitation	2	0.9994456918377068	1.6688793631826968	0.00132669704648878	0.001	0.00329878534665017	Blindtarm	No	Yes	1007	metaphlan
senter	1	0.7586053989354014	2.533446100016506	0.00152047124063789	0.001	0.00250386428630898	Blindtarm	No	Yes	1007	metaphlan
Total_Reads_QC_ATLAS	1	0.5433108070955086	1.814446149822547	8.0813105322512e-4	0.004	0.00179325974763857	Blindtarm	No	Yes	1007	metaphlan
Blindtarm	1	0.36271910293157816	1.2126018845831612	2.4291456055976392e-4	0.128	0.00137978233383377	Blindtarm	No	Unknown	875	metaphlan
kjonn	1	0.7252309459655066	2.4245108810872074	0.00162536631894869	0.001	0.00275877625166469	Blindtarm	No	Unknown	875	metaphlan
age_invitation	2	0.9524906996902018	1.5921301196399151	0.00135161094877054	0.002	0.00362327164450839	Blindtarm	No	Unknown	875	metaphlan
senter	1	0.6983405641863101	2.334613968134251	0.00152295019146964	0.001	0.00265648532342544	Blindtarm	No	Unknown	875	metaphlan
Total_Reads_QC_ATLAS	1	0.4835066731371853	1.6164053624859205	7.039673522685336e-4	0.008	0.00183925787336123	Blindtarm	No	Unknown	875	metaphlan
Bowel_disorder_merged	1	0.4168237647292017	1.3984317543031697	4.3668614547823106e-4	0.043	0.00152626876415843	Bowel_disorder_merged	No bowel disease	IBS	912	metaphlan
kjonn	1	0.6870922775874533	2.3051748494691036	0.00142906761662028	0.001	0.00251590137154849	Bowel_disorder_merged	No bowel disease	IBS	912	metaphlan
age_invitation	2	0.9008753574740922	1.5112054699897612	0.0011198092486327	0.003	0.00329870327668589	Bowel_disorder_merged	No bowel disease	IBS	912	metaphlan
senter	1	0.704799139264594	2.364580861634592	0.00149401552263751	0.001	0.00258073795759739	Bowel_disorder_merged	No bowel disease	IBS	912	metaphlan
Total_Reads_QC_ATLAS	1	0.5578085727182724	1.8714317342691376	9.546051108353728e-4	0.002	0.00204250782455459	Bowel_disorder_merged	No bowel disease	IBS	912	metaphlan
Bowel_disorder_merged	1	0.2775622909084632	0.9290125392755518	-8.169535105865686e-5	0.625	0.00106535837382634	Bowel_disorder_merged	No bowel disease	Celiac disease	869	metaphlan
kjonn	1	0.6300965600784707	2.1089594099810114	0.00127450636841274	0.001	0.00241847926965033	Bowel_disorder_merged	No bowel disease	Celiac disease	869	metaphlan
age_invitation	2	0.8350665995978943	1.397501331354276	9.140115317687566e-4	0.006	0.00320520915025054	Bowel_disorder_merged	No bowel disease	Celiac disease	869	metaphlan
senter	1	0.6156343615231776	2.060553829527754	0.00121894254929703	0.001	0.00236296948017428	Bowel_disorder_merged	No bowel disease	Celiac disease	869	metaphlan
Total_Reads_QC_ATLAS	1	0.591428771496112	1.9795367123173933	0.00112593075007154	0.001	0.00227006194599757	Bowel_disorder_merged	No bowel disease	Celiac disease	869	metaphlan
Bowel_disorder_merged	1	0.4172417589912243	1.3960749837548467	4.5090705097034026e-4	0.024	0.0015840565834006	Bowel_disorder_merged	No bowel disease	IBD	878	metaphlan
kjonn	1	0.6181579193450943	2.068332779763263	0.00121530117731008	0.001	0.00234683394127962	Bowel_disorder_merged	No bowel disease	IBD	878	metaphlan
age_invitation	2	0.8272883966986342	1.3840376833013863	8.740364928281545e-4	0.005	0.00314079691910456	Bowel_disorder_merged	No bowel disease	IBD	878	metaphlan
senter	1	0.5913176927643917	1.9785264071263888	0.00111325405311796	0.002	0.00224493513393608	Bowel_disorder_merged	No bowel disease	IBD	878	metaphlan
Total_Reads_QC_ATLAS	1	0.5828090174952081	1.950056704772242	0.00108089953180508	0.001	0.00221263198405781	Bowel_disorder_merged	No bowel disease	IBD	878	metaphlan
Bowel_disorder_merged	1	0.315796557700196	1.0569032788460222	6.20498887719727e-5	0.347	0.00114825663823995	Bowel_disorder_merged	No bowel disease	Other	917	metaphlan
kjonn	1	0.6893395324543121	2.3070714177347544	0.00142334896290934	0.001	0.00250648297089212	Bowel_disorder_merged	No bowel disease	Other	917	metaphlan
age_invitation	2	0.8422373863825783	1.409393854254002	8.921017083908771e-4	0.006	0.00306242942269749	Bowel_disorder_merged	No bowel disease	Other	917	metaphlan
senter	1	0.6256035259004307	2.093760687567454	0.00119133876560529	0.001	0.00227473474300333	Bowel_disorder_merged	No bowel disease	Other	917	metaphlan
Total_Reads_QC_ATLAS	1	0.5831013600033543	1.9515150632901832	0.0010365635305091	0.001	0.00212019412835475	Bowel_disorder_merged	No bowel disease	Other	917	metaphlan
Bowel_disorder_merged	1	0.2591331491975666	0.8681441114097688	-1.5140740820732436e-4	0.754	9.932945328882442e-4	Bowel_disorder_merged	No bowel disease	Missing	871	metaphlan
kjonn	1	0.6568749220528503	2.200652819906717	0.00137657867604764	0.001	0.00251789580332323	Bowel_disorder_merged	No bowel disease	Missing	871	metaphlan
age_invitation	2	0.7915310475842716	1.3258879075991714	7.477479347630308e-4	0.014	0.00303405204857574	Bowel_disorder_merged	No bowel disease	Missing	871	metaphlan
senter	1	0.6273708642842735	2.1018087542447224	0.00126339464404804	0.001	0.00240480251761164	Bowel_disorder_merged	No bowel disease	Missing	871	metaphlan
Total_Reads_QC_ATLAS	1	0.5986648590769619	2.0056383126783075	0.00115324748888574	0.001	0.00229476828184605	Bowel_disorder_merged	No bowel disease	Missing	871	metaphlan
final_result	1	0.05409624172393279	0.961491772522948	-8.732786920295783e-5	0.388	0.00215610340413191	final_result	1. Negative	3. Non neoplastic findings	441	ko_hum
kjonn	1	0.09372662732630845	1.665871383458809	0.00150763603575041	0.085	0.00373564398923211	final_result	1. Negative	3. Non neoplastic findings	441	ko_hum
age_invitation	2	0.10640842546958496	0.945637093776736	-2.466045912268978e-4	0.492	0.00424109995578099	final_result	1. Negative	3. Non neoplastic findings	441	ko_hum
senter	1	0.32448715890762614	5.767345819903793	0.01069469503454806	0.002	0.0129330216965572	final_result	1. Negative	3. Non neoplastic findings	441	ko_hum
Total_Reads_QC_ATLAS	1	0.0975555968119508	1.7339264375691172	0.00166146721735407	0.084	0.00388825448266419	final_result	1. Negative	3. Non neoplastic findings	441	ko_hum
final_result	1	0.04490227988714856	0.7853219173693238	-0.0012075129730364	0.557	0.00440257156418324	final_result	1. Negative	4. Other lesions	178	ko_hum
kjonn	1	0.08602075086018246	1.5044666143645404	0.00282607278088102	0.119	0.00843414883650756	final_result	1. Negative	4. Other lesions	178	ko_hum
age_invitation	2	0.09922545189540344	0.8677056302060773	-0.00148866642674924	0.607	0.00972884125384834	final_result	1. Negative	4. Other lesions	178	ko_hum
senter	1	0.11857085275358514	2.0737541537442503	0.00599615593484668	0.043	0.01162561602631003	final_result	1. Negative	4. Other lesions	178	ko_hum
Total_Reads_QC_ATLAS	1	0.05744611598703209	1.0047083147167444	2.645050662603809e-5	0.383	0.00563246760193273	final_result	1. Negative	4. Other lesions	178	ko_hum
final_result	1	0.04877619891249551	0.8722354792750049	-4.109872357305219e-4	0.485	0.00278950834001213	final_result	1. Negative	5b. >= 3 Non-advanced adenomas	311	ko_hum
kjonn	1	0.14414015858943685	2.5775719123907495	0.00504697730786939	0.017	0.00824336835343069	final_result	1. Negative	5b. >= 3 Non-advanced adenomas	311	ko_hum
age_invitation	2	0.10569341563967072	0.9450259460773942	-3.536559216869107e-4	0.469	0.00604460107562215	final_result	1. Negative	5b. >= 3 Non-advanced adenomas	311	ko_hum
senter	1	0.10350685898277943	1.8509510122972372	0.00272871065339057	0.076	0.00591955201140028	final_result	1. Negative	5b. >= 3 Non-advanced adenomas	311	ko_hum
Total_Reads_QC_ATLAS	1	0.0692420473302846	1.238213958563328	7.653750339122644e-4	0.237	0.00395994917221527	final_result	1. Negative	5b. >= 3 Non-advanced adenomas	311	ko_hum
final_result	1	0.07149788901767096	1.4183993294701616	8.951280695633111e-4	0.126	0.0030004377987502	final_result	1. Negative	5c. Advanced adenoma	467	ko_hum
kjonn	1	0.06254423517943053	1.2407737131763803	5.153097219297549e-4	0.223	0.00262469409803	final_result	1. Negative	5c. Advanced adenoma	467	ko_hum
age_invitation	2	0.2598951618299985	2.5779441067211053	0.00671242941449559	0.004	0.01090660546739076	final_result	1. Negative	5c. Advanced adenoma	467	ko_hum
senter	1	0.13052138841478822	2.5893274941767053	0.00339172789674015	0.017	0.00547738279725009	final_result	1. Negative	5c. Advanced adenoma	467	ko_hum
Total_Reads_QC_ATLAS	1	0.07575923131828333	1.502937280798173	0.00107579491098703	0.137	0.00317926675003588	final_result	1. Negative	5c. Advanced adenoma	467	ko_hum
final_result	1	0.07939752726726823	1.4149566974615582	0.00167716900789052	0.152	0.00570690572492365	final_result	1. Negative	5d. Advanced serrated	247	ko_hum
kjonn	1	0.090611084586655	1.6147953898936898	0.00248287017310752	0.096	0.00651290959765571	final_result	1. Negative	5d. Advanced serrated	247	ko_hum
age_invitation	2	0.1236825135664521	1.102083446129422	8.259039272093972e-4	0.315	0.0088900053822749	final_result	1. Negative	5d. Advanced serrated	247	ko_hum
senter	1	0.06989254819389856	1.24556686553614	9.932103885595283e-4	0.229	0.00502371039937533	final_result	1. Negative	5d. Advanced serrated	247	ko_hum
Total_Reads_QC_ATLAS	1	0.05224925800152213	0.9311428213347976	-2.7885173930865254e-4	0.436	0.00375555259558852	final_result	1. Negative	5d. Advanced serrated	247	ko_hum
final_result	1	0.14151125595338063	2.500394514965727	0.0063441522710474	0.013	0.01045863972761416	final_result	1. Negative	6. Cancer	235	ko_hum
kjonn	1	0.18218172430891677	3.219010255545198	0.0093542682483784	0.005	0.01346446264408954	final_result	1. Negative	6. Cancer	235	ko_hum
age_invitation	2	0.1322662797812182	1.1685214658430831	0.00143217118515423	0.243	0.00977537340774715	final_result	1. Negative	6. Cancer	235	ko_hum
senter	1	0.05634686346475703	0.995605525465873	-1.870024132706925e-5	0.372	0.00416441463110963	final_result	1. Negative	6. Cancer	235	ko_hum
Total_Reads_QC_ATLAS	1	0.07989280216250272	1.4116440629865774	0.0017486138573351	0.163	0.00590461888715367	final_result	1. Negative	6. Cancer	235	ko_hum
detect_worthy_lesions	1	0.10244087155415116	1.9211827548053864	8.900994299424192e-4	0.055	0.00184304872799883	detect_worthy_lesions	negative	positive	1034	ko_hum
kjonn	1	0.096632372887413	1.8122497937660167	7.849247957084919e-4	0.064	0.00173854604350482	detect_worthy_lesions	negative	positive	1034	ko_hum
age_invitation	2	0.23878609881965215	2.239104998716603	0.00239099092825052	0.012	0.00429608230598396	detect_worthy_lesions	negative	positive	1034	ko_hum
senter	1	0.2162970450157005	4.056448822576316	0.00294723476821966	0.002	0.00389147405364826	detect_worthy_lesions	negative	positive	1034	ko_hum
Total_Reads_QC_ATLAS	1	0.09872490260418942	1.8514932319054864	8.228168364972059e-4	0.058	0.00177619346073483	detect_worthy_lesions	negative	positive	1034	ko_hum
kjonn	1	0.10685508278881171	2.002173027256494	9.682810851742066e-4	0.045	0.00192246631082229	kjonn	Female	Male	1034	ko_hum
age_invitation	2	0.2412839190363414	2.2605015222349563	0.00243217748320122	0.007	0.00434102144310078	kjonn	Female	Male	1034	ko_hum
senter	1	0.25679948685816356	4.811722499124379	0.00367284587029473	0.001	0.00462016732603163	kjonn	Female	Male	1034	ko_hum
Total_Reads_QC_ATLAS	1	0.09967920472059431	1.8677166294877332	8.384807212982185e-4	0.06	0.00179336263623171	kjonn	Female	Male	1034	ko_hum
age_invitation	1	0.05139925043902593	0.996005631162078	-5.763913219505471e-6	0.38	0.00143009800378172	age_invitation	low	mid	693	ko_hum
kjonn	1	0.09082714912813827	1.7600325145079672	0.00109552652053658	0.069	0.00252711320783606	age_invitation	low	mid	693	ko_hum
senter	1	0.19134258703476092	3.7078029842832385	0.00389215554672226	0.002	0.00532378681439054	age_invitation	low	mid	693	ko_hum
Total_Reads_QC_ATLAS	1	0.09590483727804155	1.858427062043016	0.00123717898142102	0.058	0.00266839137094112	age_invitation	low	mid	693	ko_hum
age_invitation	1	0.1625127695645432	2.982412642754098	0.00287730514796464	0.004	0.00431394833470558	age_invitation	low	high	687	ko_hum
kjonn	1	0.08192401851228936	1.5034586464249171	7.322998016855653e-4	0.121	0.00217469669725318	age_invitation	low	high	687	ko_hum
senter	1	0.1734009934939138	3.1822318741357627	0.00316640762516683	0.007	0.00460297937893595	age_invitation	low	high	687	ko_hum
Total_Reads_QC_ATLAS	1	0.08536491017417092	1.566605430657568	8.240735169252068e-4	0.094	0.0022660361587272	age_invitation	low	high	687	ko_hum
senter	1	0.25679948685815646	4.8117224991242455	0.00367284587029461	0.001	0.0046201673260315	senter	Moss	Bærum	1034	ko_hum
kjonn	1	0.10685508278881171	2.002173027256494	9.682810851742066e-4	0.042	0.00192246631082229	senter	Moss	Bærum	1034	ko_hum
age_invitation	2	0.2412839190363485	2.260501522235023	0.00243217748320135	0.012	0.00434102144310091	senter	Moss	Bærum	1034	ko_hum
Total_Reads_QC_ATLAS	1	0.09967920472060143	1.8677166294878664	8.384807212983471e-4	0.055	0.00179336263623184	senter	Moss	Bærum	1034	ko_hum
fobt_verdi	1	0.06252459302327651	1.1687665242373693	2.4452935633018476e-4	0.257	0.00168469030539522	fobt_verdi	low	mid	690	ko_hum
kjonn	1	0.07628796075242406	1.4260439039814972	6.170739179716513e-4	0.163	0.00205553657662569	fobt_verdi	low	mid	690	ko_hum
age_invitation	2	0.21720275697889943	2.030075679457011	0.00297683858096547	0.013	0.00585240720961181	fobt_verdi	low	mid	690	ko_hum
senter	1	0.12681716855080083	2.370581784443847	0.00198241264606073	0.025	0.00341701791382585	fobt_verdi	low	mid	690	ko_hum
Total_Reads_QC_ATLAS	1	0.08951799824791351	1.6733517902299822	9.749207617242648e-4	0.091	0.00241201256200905	fobt_verdi	low	mid	690	ko_hum
fobt_verdi	1	0.04134879402515423	0.7854999161278857	-3.096197652781168e-4	0.6	0.00112426730686121	fobt_verdi	low	high	693	ko_hum
kjonn	1	0.0907661557624948	1.7242778034908923	0.00104404275108281	0.072	0.00246791772043379	fobt_verdi	low	high	693	ko_hum
age_invitation	2	0.14906526278612375	1.4158907675136807	0.00119882305360405	0.095	0.00405306141304055	fobt_verdi	low	high	693	ko_hum
senter	1	0.2808047420668913	5.334426469794313	0.00621570699117357	0.001	0.00763503745539344	fobt_verdi	low	high	693	ko_hum
Total_Reads_QC_ATLAS	1	0.10084233718625056	1.9156942607262493	0.00131960448264799	0.06	0.0027418875330924	fobt_verdi	low	high	693	ko_hum
runde	1	0.04551443244673692	0.8333565101900932	-2.142406061853221e-4	0.548	0.00106482264680931	runde	2nd round	3rd round	778	ko_hum
kjonn	1	0.0779954736642523	1.4280752774304788	5.499227109427078e-4	0.16	0.00182472552642517	runde	2nd round	3rd round	778	ko_hum
age_invitation	2	0.142264125515581	1.302408146071584	7.767949535984279e-4	0.153	0.00332830828671299	runde	2nd round	3rd round	778	ko_hum
senter	1	0.26074647548551155	4.774194934964001	0.00482773025691641	0.001	0.0061002354032998	runde	2nd round	3rd round	778	ko_hum
Total_Reads_QC_ATLAS	1	0.08551075367685002	1.5656779495439657	7.265642007669201e-4	0.113	0.00200054756625599	runde	2nd round	3rd round	778	ko_hum
runde	1	0.08114409530402256	1.57831484982338	0.00109202894757383	0.104	0.00295838893880742	runde	2nd round	4th round	529	ko_hum
kjonn	1	0.08748948471057716	1.701737537460155	0.00132477862112077	0.085	0.00318973207921022	runde	2nd round	4th round	529	ko_hum
age_invitation	2	0.23307994341440977	2.2667917764604084	0.00476655404534484	0.008	0.00849773632784427	runde	2nd round	4th round	529	ko_hum
senter	1	0.12715267459067903	2.473216982077561	0.00277717504845741	0.021	0.00463579099180858	runde	2nd round	4th round	529	ko_hum
Total_Reads_QC_ATLAS	1	0.06588275967554935	1.2814701741841923	5.317967660790427e-4	0.208	0.00240198410928109	runde	2nd round	4th round	529	ko_hum
BMI	1	0.08806961544021874	1.62392624466201	9.785176167034294e-4	0.097	0.00253384671817682	BMI	low	mid	637	ko_hum
kjonn	1	0.0868490034732119	1.601419233613274	9.43252658276969e-4	0.101	0.00249872854931338	BMI	low	mid	637	ko_hum
age_invitation	2	0.17246886393619576	1.5900870756222636	0.00184928049952995	0.072	0.00496209348352446	BMI	low	mid	637	ko_hum
senter	1	0.14117066809500756	2.6030629491230948	0.0025102650490275	0.016	0.00406161457918677	BMI	low	mid	637	ko_hum
Total_Reads_QC_ATLAS	1	0.07686103094745533	1.4172498054346183	6.545944678497165e-4	0.136	0.00221136506669653	BMI	low	mid	637	ko_hum
BMI	1	0.2483310501333449	4.531973653506787	0.00563733983584385	0.001	0.00720269643598251	BMI	low	high	623	ko_hum
kjonn	1	0.0952809698081154	1.7388516040144302	0.00118455280140781	0.074	0.00276356863664597	BMI	low	high	623	ko_hum
age_invitation	2	0.11299843568053802	1.0310952519161358	9.981427982651618e-5	0.36	0.00327745334105734	BMI	low	high	623	ko_hum
senter	1	0.12720880900710796	2.321525925189889	0.00211673932471173	0.028	0.00368961688346699	BMI	low	high	623	ko_hum
Total_Reads_QC_ATLAS	1	0.092070963506103	1.6802698681400827	0.00109073495027172	0.088	0.00267046428687347	BMI	low	high	623	ko_hum
Høyde	1	0.03661343078660195	0.6872386341462855	-4.84385236597387e-4	0.744	0.00105853355256997	Høyde	low	mid	646	ko_hum
kjonn	1	0.06785397228197354	1.2736274703196493	4.233925982570219e-4	0.191	0.00196173111321503	Høyde	low	mid	646	ko_hum
age_invitation	2	0.18824088371440695	1.7666523600093518	0.00236791638181711	0.031	0.00544224583974355	Høyde	low	mid	646	ko_hum
senter	1	0.15020929555547724	2.8194470962113987	0.0028085712838151	0.012	0.00434271183654159	Høyde	low	mid	646	ko_hum
Total_Reads_QC_ATLAS	1	0.08008973089740579	1.5032941761693068	7.784866383560318e-4	0.13	0.00231548001784709	Høyde	low	mid	646	ko_hum
Høyde	1	0.05808927635067817	1.0687545260039826	1.0400510617580235e-4	0.332	0.00160732760996495	Høyde	low	high	661	ko_hum
kjonn	1	0.03757262233831682	0.6912792291557894	-4.672693291856409e-4	0.743	0.00103963273528466	Høyde	low	high	661	ko_hum
age_invitation	2	0.1652938608282355	1.5205780909920616	0.00157264570678431	0.082	0.00457367354110317	Høyde	low	high	661	ko_hum
senter	1	0.204170582353548	3.756428857022175	0.00415277161498638	0.006	0.00564939064102576	Høyde	low	high	661	ko_hum
Total_Reads_QC_ATLAS	1	0.07436994529496133	1.3682941263173536	5.568669220889677e-4	0.176	0.00205781297226951	Høyde	low	high	661	ko_hum
PhysAct_Score	1	0.09066382702714292	1.6767033379240843	9.970923336485046e-4	0.091	0.00245696126691436	PhysAct_Score	low	mid	678	ko_hum
kjonn	1	0.09788081832287077	1.8101717099540144	0.00119351733918947	0.071	0.00265253946671782	PhysAct_Score	low	mid	678	ko_hum
age_invitation	2	0.16915005562272256	1.564099333617116	0.00166124550482262	0.084	0.00458391343702067	PhysAct_Score	low	mid	678	ko_hum
senter	1	0.15798493989134954	2.921715139801651	0.00282637706225711	0.01	0.00428134230372418	PhysAct_Score	low	mid	678	ko_hum
Total_Reads_QC_ATLAS	1	0.08104330343104493	1.4987849270751172	7.351301699511908e-4	0.125	0.00219624809587237	PhysAct_Score	low	mid	678	ko_hum
PhysAct_Score	1	0.13972819685472615	2.566811756053849	0.00214759187343317	0.012	0.00349383218428934	PhysAct_Score	low	high	728	ko_hum
kjonn	1	0.1066352159553503	1.9588925648851676	0.00131542748797706	0.05	0.00266635910195563	PhysAct_Score	low	high	728	ko_hum
age_invitation	2	0.15896492762269787	1.4600955791565016	0.00126240316769212	0.097	0.00397483681034579	PhysAct_Score	low	high	728	ko_hum
senter	1	0.2047208156029043	3.760728385730209	0.0037778827986949	0.002	0.00511893941557865	PhysAct_Score	low	high	728	ko_hum
